month,airline_id,unique_carrier,tdomt_cost,tdomt_gallons
10,20422,SY,8684618,4023896
8,20046,ZW,34733,11462
3,20100,PO,5715144,2855050
1,19977,UA,189982976,108316645
7,20107,FX,121269514,56301492
4,20452,YX,29889,13919
2,19805,AA,172575868,97576429
8,19805,AA,250264515,196986308
5,20422,SY,7012131,3715351
4,21352,0WQ,78587,24181
3,20447,U7,1263170,650659
8,20416,NK,81114551,39098822
3,20366,EV,194962,82715
11,19930,AS,138728248,56957076
8,21161,09Q,1041710,288920
1,20448,S5,10206564,6301599
5,19930,AS,148001060,62005379
8,19805,AA,426346992,200453516
4,20107,FX,90913000,58287307
6,19977,UA,336639088,154622048
10,20452,YX,19321347,13190456
7,20408,5V,1114248,426753
12,19690,HA,22405322,14541358
12,20107,FX,129749323,70985605
1,20310,WL,52700,27448
5,20207,XP,406277,210506
10,21634,KH,822598,380174
10,20453,ABX,166327,100804
5,19917,5X,55306000,36986000
3,20368,G4,41147005,19325569
5,21352,0WQ,67800,23873
10,20372,KLQ,650605,226015
3,19805,AA,286585329,185203987
9,19805,AA,235910254,171084164
11,19690,HA,19124372,13231712
4,21352,0WQ,634923,194166
3,19917,5X,39981000,35333000
3,19690,HA,22225149,14071549
3,20370,KAQ,537118,314683
7,20100,PO,4082396,2730335
5,20422,SY,5621805,3484679
8,19393,WN,293558949,170664691
2,20169,L2,293751,119324
12,21634,KH,750888,478937
8,20377,X9,670913,370669
12,20195,WI,701552,267465
3,20447,U7,867233,463761
5,20310,WL,39962,22253
10,20169,L2,455118,211068
12,20377,X9,669423,370131
10,19930,AS,60179138,35773954
10,19917,5X,68589000,39485000
1,20207,XP,8341,2501
5,19977,UA,205921730,136992444
10,21352,0WQ,56503,18771
2,20151,M6,314315,256209
6,21161,09Q,1152212,455832
6,20169,L2,508406,245288
12,20368,G4,20632487,13948952
12,19930,AS,55832431,38023094
3,20453,ABX,101799,37579
6,20046,ZW,15632,5082
6,20151,M6,958759,471522
2,21650,EE,382749,195280
3,20169,L2,380955,171099
9,20151,M6,2105494,971269
5,20453,ABX,148008,43151
6,20448,S5,11612385,6398211
12,20447,U7,1023164,614476
2,20416,NK,26120996,15936475
5,20447,U7,823652,407142
3,20166,GFQ,707757,271265
6,20207,XP,336627,128976
4,20416,NK,33173626,18481670
2,19874,8C,31288,10945
9,19930,AS,54866874,35383965
1,19874,8C,173708,74865
7,20372,KLQ,277451,94534
1,20409,B6,88828064,52620184
4,20169,L2,281504,141851
2,19393,WN,291461320,145201747
12,20007,5Y,34617460,17838218
9,20207,XP,242103,112156
5,20169,L2,789250,285985
3,19977,UA,207034297,131555230
3,19805,AA,212526114,116510802
2,20169,L2,220721,104445
5,20422,SY,9998142,3643739
6,20453,ABX,490722,175886
8,21629,KD,1748652,802348
4,19393,WN,349419128,174739867
2,20447,U7,470937,266066
5,20370,KAQ,310221,197426
6,20416,NK,38350933,18621773
10,19917,5X,50360000,33745000
12,20366,EV,199039,86229
8,21712,2HQ,911751,210291
3,20107,FX,72382000,65327841
3,20409,B6,92005424,54828098
1,20402,GL,741648,340111
12,19690,HA,28960951,15632560
11,19805,AA,258576557,175115641
4,19790,DL,364498097,180070679
1,20166,GFQ,462989,191279
6,20287,WP,259340,166912
9,20310,WL,19975,29403
8,20447,U7,822459,475410
10,20402,GL,995389,409630
7,20368,G4,31523539,18881989
12,20370,KAQ,3693723,2876147
3,19917,5X,55606000,31206000
6,20453,ABX,0,133419
5,21236,0JQ,296130,117980
2,20409,B6,107836097,51031327
2,19805,AA,248053440,157287982
2,20304,OO,10371801,5229066
1,19930,AS,121153924,56468118
7,19790,DL,318321781,191063533
9,20304,OO,9365705,5250159
11,20368,G4,35624483,14879759
3,20405,N8,714492,284779
12,20151,M6,1409703,699790
7,20408,5V,1144450,452761
5,20166,GFQ,276594,149455
6,20416,NK,45859708,29420506
12,20409,B6,116905050,58371808
3,20436,F9,25754714,13012731
7,19874,8C,7403,2641
3,20402,GL,876352,468387
9,19930,AS,124973656,58438446
4,19917,5X,54787000,31799000
1,21171,VX,16027319,13986522
10,20166,GFQ,651048,230150
10,20402,GL,776529,245771
6,19805,AA,374377915,195915483
12,20448,S5,5651606,4704440
9,20287,WP,435924,251788
5,20287,WP,316247,153319
1,20370,KAQ,977220,522211
8,19874,8C,41225,16468
2,20453,ABX,131055,61286
5,19917,5X,90238000,40872000
4,20402,GL,546281,200346
1,20368,G4,20000259,10542221
10,20108,NC,1230807,688066
1,20169,L2,367368,186910
11,19790,DL,263162486,143032267
10,20377,X9,758421,428789
5,19874,8C,68983,29957
5,20368,G4,26166845,15460025
7,20436,F9,29839564,15842648
4,20447,U7,725750,352176
10,19874,8C,44931,19955
5,20402,GL,511850,237296
12,21629,KD,2964857,1522627
3,21650,EE,395719,216240
8,20409,B6,98122319,57803927
4,21161,09Q,1519482,438847
7,20377,X9,1387783,510444
7,20107,FX,109927000,56012289
3,20447,U7,1496040,740889
7,20169,L2,509729,244628
1,20310,WL,173913,82209
2,21161,09Q,1254933,399309
6,20408,5V,1228754,426779
12,20372,KLQ,270450,112333
7,20007,5Y,24787334,11090055
2,19805,AA,321390510,163705922
1,20453,ABX,443700,229897
4,20107,FX,70245000,60455074
3,20166,GFQ,450979,193705
1,21171,VX,24994366,15928312
6,21171,VX,24936051,17705692
11,20151,M6,774314,335269
2,20377,X9,1031048,469749
5,20108,NC,502062,210015
8,20007,5Y,16600216,9409304
7,20100,PO,4676362,3109539
2,20448,S5,3177980,3082947
9,20151,M6,705220,342316
8,19917,5X,82869000,43409000
12,20436,F9,36784986,19896845
8,20100,PO,3723683,2684927
7,21236,0JQ,468104,135175
2,20169,L2,285725,113361
11,20408,5V,1100686,400500
5,20169,L2,348398,167770
5,20046,ZW,29646,9096
12,21161,09Q,673396,232901
12,21645,23Q,13338,5116
5,20422,SY,7616617,3537580
7,21629,KD,2222268,941625
4,20447,U7,535490,316858
8,20402,GL,396679,145261
4,20405,N8,236905,74323
9,20310,WL,89588,46985
12,20166,GFQ,483211,239187
3,20169,L2,296805,116240
5,20368,G4,26089990,11747610
4,20310,WL,82257,30015
4,19874,8C,64599,28212
8,20304,OO,13771223,6940229
4,20046,ZW,12946971,6694082
5,21161,09Q,1744273,675825
1,20453,ABX,461092,193054
10,20100,PO,4476303,2888776
6,19690,HA,27418921,14405623
3,20408,5V,1000031,428332
11,21161,09Q,697099,211028
8,20304,OO,10273097,5152349
6,20452,YX,27550924,14666877
8,19977,UA,346659053,160321024
11,20372,KLQ,332680,155347
8,20402,GL,464065,198577
7,21161,09Q,710238,269928
6,20190,9S,1665216,792960
8,20377,X9,985794,446849
10,20372,KLQ,557706,275235
8,19977,UA,206484566,133231965
5,19930,AS,56921331,38602533
9,20190,9S,2151384,927800
6,20447,U7,851483,437920
2,19393,WN,246517847,127748054
2,21492,1BQ,28651,10306
3,20107,FX,121522000,61495565
3,21629,KD,1033416,497954
11,20151,M6,442709,271314
6,21161,09Q,596442,343701
12,20368,G4,33597781,16159401
8,19790,DL,441798512,202074912
1,20100,PO,4932681,2972233
1,20377,X9,802044,375924
6,20377,X9,934804,426101
7,20108,NC,807428,502881
5,20377,X9,885184,393393
3,20108,NC,723951,328645
6,20108,NC,1226285,532920
9,20370,KAQ,1245528,588033
5,21629,KD,2330691,1025832
3,21634,KH,770139,388491
2,20409,B6,83605184,40953104
3,20416,NK,44644241,25669048
8,20402,GL,626901,275360
8,20436,F9,24524756,19334029
3,20107,FX,113550000,57380073
11,20046,ZW,9797346,6380123
10,20402,GL,864255,399822
9,20304,OO,15464047,7301761
1,19690,HA,15802368,13941595
3,20402,GL,1004239,438379
7,19917,5X,46341000,32922000
7,20452,YX,16611835,11951675
6,20402,GL,833506,377084
9,21352,0WQ,79844,24343
9,21171,VX,30138996,16826677
1,19393,WN,275939739,153259159
7,20447,U7,1053561,482696
8,19690,HA,24756372,15593843
2,20372,KLQ,461211,182000
1,20370,KAQ,904665,547707
2,20422,SY,9890673,4229974
6,20409,B6,135866314,58339731
11,21492,1BQ,181829,93385
1,20370,KAQ,1434317,698701
9,20007,5Y,18108951,9661268
4,20408,5V,713613,343885
9,20100,PO,4249582,2676198
2,20377,X9,715629,318940
3,20046,ZW,7498977,6588736
8,20190,9S,1580999,752856
7,20436,F9,28849738,20736474
7,20452,YX,56688,27361
6,19393,WN,351593930,176417715
2,19874,8C,69584,34785
6,21712,2HQ,493559,168234
7,20366,EV,315492,106408
9,20416,NK,47753559,24511823
10,19805,AA,431121618,190720066
7,19690,HA,31347956,16087016
9,20448,S5,9208147,6363950
2,20166,GFQ,409305,186379
1,20422,SY,4337385,3278155
5,19930,AS,80595763,35623037
8,20166,GFQ,472592,243299
12,20310,WL,396884,226314
4,21712,2HQ,890987,257621
5,21161,09Q,707943,264982
6,20405,N8,374003,110460
11,20436,F9,21882901,15795114
8,20448,S5,10640375,7066823
6,20108,NC,1309252,611149
4,21650,EE,217868,140560
6,21629,KD,3338364,1340108
8,20310,WL,93275,47179
7,20370,KAQ,900588,571193
6,20402,GL,744652,257916
9,20287,WP,157122,95750
11,20287,WP,243396,160589
12,20100,PO,5906247,3234784
8,20107,FX,135776180,62725341
8,21634,KH,723672,456380
7,21650,EE,3206,1920
1,20166,GFQ,152176,72400
9,20169,L2,441775,189034
5,20452,YX,28082523,14720553
7,21629,KD,3202909,1400576
9,20453,ABX,0,135237
6,20151,M6,826779,348060
1,20151,M6,356069,196716
2,21352,0WQ,450003,140626
12,20422,SY,10234950,4820011
4,20422,SY,11676816,4758911
8,20370,KAQ,8799806,3180454
4,21171,VX,23380697,13601404
9,20151,M6,349579,219149
5,20366,EV,326977,92303
11,19930,AS,59773980,36846470
1,20100,PO,5474104,2702434
4,20405,N8,402044,253810
6,19917,5X,77414000,40665000
3,20405,N8,280103,87207
12,20453,ABX,81623,39054
5,21634,KH,575838,420758
1,20416,NK,62051998,31236251
1,20046,ZW,13048498,6472639
7,20409,B6,102723978,52336513
12,19874,8C,112137,33886
7,20448,S5,11676632,6954432
9,20310,WL,219872,105030
7,20405,N8,461033,254891
10,21629,KD,412813,412813
4,21171,VX,24813227,15752532
2,20169,L2,295503,131649
6,20190,9S,2409767,1094965
8,19917,5X,91025000,41757000
5,19805,AA,275459168,184950607
8,20207,XP,428354,215308
8,20151,M6,553254,305137
10,20107,FX,146415000,62919596
11,20108,NC,932350,389857
1,20408,5V,940115,312227
2,20436,F9,23575186,15078298
1,20447,U7,262237,222925
2,20107,FX,111096633,57413610
3,20166,GFQ,312181,153648
11,20166,GFQ,409030,148983
9,20195,WI,92998,34634
1,20310,WL,141256,47941
11,19790,DL,313200381,161553444
9,20408,5V,883881,387562
8,20151,M6,751199,320665
3,19393,WN,353137046,177789535
6,20408,5V,1256215,441205
7,19977,UA,197386646,140581589
2,20166,GFQ,635761,243903
1,20368,G4,25451228,12704100
4,21352,0WQ,47189,18337
2,19917,5X,70212000,35568000
12,20166,GFQ,336424,129999
8,19930,AS,78479686,44200173
10,19690,HA,36735660,15666335
1,21161,09Q,1504939,484770
4,20007,5Y,12923185,5636955
8,20372,KLQ,466989,157944
6,19690,HA,22620137,15348068
3,21712,2HQ,1466979,380854
3,20007,5Y,21676080,10950720
4,19805,AA,209148977,178399621
1,21629,KD,635754,313863
6,19790,DL,533585511,173714766
8,20287,WP,589892,353451
2,21352,0WQ,330741,128194
2,21171,VX,22065760,13829887
1,20190,9S,1508503,718335
9,21645,23Q,12432,6228
6,19930,AS,135989040,63899921
10,20447,U7,1011994,624622
1,20108,NC,762275,388494
6,20408,5V,924038,355723
2,20355,US,104998541,62630489
7,20447,U7,438303,284059
5,20436,F9,32427206,15656246
8,20108,NC,1242216,529533
2,20409,B6,108559925,52645386
3,21712,2HQ,1090313,314298
2,20447,U7,819664,411195
5,20166,GFQ,418879,170451
12,20190,9S,1913006,910955
3,19977,UA,137362636,123516238
1,20190,9S,1725440,821638
2,20372,KLQ,358574,138216
11,20370,KAQ,1551297,753176
11,20190,9S,2974771,821760
4,21629,KD,720206,341497
4,20151,M6,1253843,554946
7,20190,9S,1810846,803097
1,19393,WN,315397696,161332466
2,21629,KD,3364687,1579656
1,20409,B6,90381642,44725469
11,20108,NC,930464,528552
11,20100,PO,6611955,3062327
6,20377,X9,1523815,727326
3,21650,EE,416366,279440
2,20409,B6,53522617,47006545
6,20405,N8,548121,207401
8,20166,GFQ,387328,140272
4,20409,B6,128724788,59527739
3,20402,GL,1157001,437943
9,20190,9S,3168937,1483224
6,21712,2HQ,1785814,462132
2,21634,KH,427991,412808
10,20436,F9,46521713,20283982
8,21161,09Q,862612,289139
4,20416,NK,67232336,30762732
7,20007,5Y,36371051,16123997
10,20166,GFQ,699230,358063
2,20408,5V,752926,274605
11,20310,WL,169000,76627
3,20108,NC,1133609,537041
7,20046,ZW,10035625,6345731
6,20377,X9,656696,445543
3,20372,KLQ,421266,162599
6,20046,ZW,14090303,6925613
4,20169,L2,436017,195715
4,21634,KH,686737,427115
11,19874,8C,46526,13395
4,20368,G4,38555060,17181795
12,21171,VX,34677595,18583750
7,19977,UA,320251056,164295066
7,20436,F9,47012069,25073216
6,20422,SY,7437040,4207451
1,20007,5Y,30473337,14285985
1,21161,09Q,1831212,581221
3,19805,AA,352054533,183156469
9,20166,GFQ,403180,216058
6,20166,GFQ,582654,299168
1,20416,NK,34434751,17117251
1,19930,AS,65732649,33038474
9,19690,HA,19067372,13634666
9,20108,NC,1045705,587910
4,20368,G4,28584598,15957439
9,20405,N8,227848,102117
12,20405,N8,78036,19529
10,20436,F9,35034624,20349899
2,19790,DL,319361813,154407088
2,20287,WP,367638,207976
10,20100,PO,5596611,3192050
5,20409,B6,132733065,59139308
11,20402,GL,1047734,469604
5,20416,NK,43615268,19854871
9,20416,NK,35473689,22722981
5,21492,1BQ,350330,221152
7,19790,DL,407109894,207363151
7,20169,L2,648926,315006
5,20310,WL,89588,46985
7,20151,M6,1930489,861701
1,20151,M6,838302,382418
7,20436,F9,38710762,20252343
2,21171,VX,13603946,13261960
8,20372,KLQ,332405,167756
5,20377,X9,805252,355955
4,20422,SY,9426108,3792102
9,20402,GL,841790,311216
7,19874,8C,123732,38606
8,20402,GL,445174,155249
6,20169,L2,680842,260741
4,21629,KD,3415879,1569264
3,20304,OO,20654129,8558824
9,21634,KH,811256,363038
6,20377,X9,1050797,481014
10,19790,DL,435327025,177956053
7,19805,AA,282820840,205233915
11,21634,KH,880716,404924
9,19790,DL,380946080,170130440
5,19930,AS,70461951,42011843
4,20287,WP,436117,264308
11,20207,XP,4851,1581
6,20453,ABX,437255,163837
12,19874,8C,233571,79996
6,21629,KD,25547,25547
4,21629,KD,7812,7812
10,19930,AS,59295203,35852429
7,20372,KLQ,357342,163748
2,20402,GL,671224,385097
12,20447,U7,1214526,648588
2,20448,S5,9620083,5497778
11,20169,L2,290750,144062
6,19790,DL,387702516,157173139
8,20405,N8,308461,131044
5,19805,AA,395581378,186850065
5,20409,B6,140046184,59886993
7,21712,2HQ,500082,157065
5,20453,ABX,0,149718
6,21161,09Q,877762,401512
10,20409,B6,96933427,52649434
9,20405,N8,428742,120917
2,20108,NC,602185,282780
7,19930,AS,65365494,41220414
5,21634,KH,685578,446198
10,20402,GL,954299,404083
12,20447,U7,507476,374394
3,20377,X9,911363,435588
6,21629,KD,132846,132846
5,20151,M6,468120,273866
9,19790,DL,238849459,141344063
5,19805,AA,401108088,195785035
10,20190,9S,1811245,862497
11,20377,X9,766248,367513
8,20366,EV,210836,82119
10,19805,AA,250419257,175725146
11,20416,NK,36642026,23297830
10,20287,WP,158457,104172
1,20169,L2,420337,168849
11,19917,5X,79072000,43341000
1,20405,N8,308864,130949
8,21712,2HQ,414672,145383
5,20166,GFQ,264738,101151
11,20166,GFQ,398547,208771
2,20453,ABX,31949,16484
6,20368,G4,30242275,18440370
7,19805,AA,281636177,198270086
6,19977,UA,251303283,133768070
3,20190,9S,1203298,611065
11,20190,9S,2060392,981139
5,21161,09Q,925090,336027
7,20370,KAQ,2165703,1359305
9,21712,2HQ,853155,162857
9,20436,F9,44956844,23951656
7,20151,M6,404349,246657
8,20408,5V,977129,441778
7,20166,GFQ,172204,78909
7,20151,M6,371204,233120
4,20453,ABX,95853,55914
8,20100,PO,4233449,2568934
12,20368,G4,27856572,15863821
5,20151,M6,1166403,512239
9,20366,EV,242775,90640
3,20422,SY,9947664,4126989
1,19805,AA,195806362,174766325
2,20007,5Y,11466813,5079212
11,19977,UA,173838716,121766208
7,19977,UA,237596442,137650790
8,20452,YX,82173,32883
3,20007,5Y,15827628,7203521
7,20190,9S,2734807,1227334
7,21650,EE,240856,141680
2,19874,8C,36038,18695
11,21492,1BQ,194265,92083
10,20108,NC,935413,524538
6,19690,HA,22502209,15300516
4,20370,KAQ,1304710,788861
2,19874,8C,30006,9496
6,19805,AA,414037019,192398584
2,20007,5Y,13017193,5925931
9,19874,8C,4642,2873
5,20007,5Y,14288848,8327603
5,20007,5Y,37213237,16247567
4,20405,N8,202399,56922
5,19790,DL,253282613,167433775
4,20169,L2,375287,151911
7,20402,GL,498227,175250
2,20447,U7,547982,291480
5,19874,8C,92081,27986
7,20207,XP,226870,114034
11,20408,5V,1044172,350202
6,20372,KLQ,380505,138345
6,20355,US,145338087,77624601
2,21236,0JQ,210221,84948
1,20108,NC,655609,365193
2,19917,5X,50872000,31215000
9,19805,AA,263625973,173943012
2,20409,B6,80630770,47246508
9,20372,KLQ,368715,141016
7,20310,WL,120015,41492
8,20372,KLQ,271263,132138
9,19874,8C,73597,26642
2,20207,XP,388920,195487
4,20405,N8,497064,199156
12,19917,5X,79139000,51475000
8,20422,SY,8516861,4384399
12,19790,DL,420310062,171295959
5,20408,5V,794232,338719
7,20405,N8,241209,75831
11,20452,YX,98033,37786
10,20366,EV,208003,81937
7,21171,VX,27028971,18301668
12,20405,N8,159145,81997
11,19805,AA,382093421,178774406
3,20100,PO,6131631,3130492
3,19874,8C,26141,9158
3,20372,KLQ,398870,217766
10,20405,N8,107154,65736
2,20100,PO,4433842,2179797
6,20422,SY,7132137,4093831
11,20151,M6,983387,491179
7,20453,ABX,353770,168462
9,20453,ABX,353377,186590
11,20447,U7,861348,548629
5,20447,U7,1026332,459014
8,19917,5X,47121000,35770000
9,19874,8C,120270,32073
11,20405,N8,131472,34487
1,20408,5V,764031,343787
5,20169,L2,378881,160638
10,19690,HA,25527012,14868907
3,20436,F9,36023042,19201138
10,21629,KD,2233,2233
12,19805,AA,328278822,180795497
12,20453,ABX,52722,31953
8,20046,ZW,9669585,6353980
5,19874,8C,74205,33632
9,20422,SY,7636258,3413449
1,20151,M6,385876,215314
3,20190,9S,2269455,1080693
3,19977,UA,262245488,135411162
2,20447,U7,952822,482752
9,20436,F9,42471425,19581384
1,19874,8C,52103,14998
3,19393,WN,281824146,171254232
3,19393,WN,304548604,162120451
9,20402,GL,884185,350196
8,20007,5Y,11184426,6644573
1,20372,KLQ,192105,67948
3,20151,M6,1067782,490507
6,20416,NK,78670516,33039956
6,19977,UA,192041302,134665784
9,20405,N8,269436,131476
4,20452,YX,26091310,14753451
8,20100,PO,5093303,3105941
8,20377,X9,781623,334116
2,20366,EV,178088,76666
9,19393,WN,281758512,158891824
10,19930,AS,76195277,39577549
2,20368,G4,32447801,14924168
7,20368,G4,47317777,19798809
4,20409,B6,90771586,54391710
2,20447,U7,362231,305977
12,20169,L2,538326,219581
10,20310,WL,170331,35612
1,19917,5X,53132000,34644000
9,20100,PO,5675448,3188921
10,21161,09Q,1253211,480038
2,20377,X9,519998,367356
8,19930,AS,61706970,41625536
5,20100,PO,3955164,2874850
9,21492,1BQ,91562,10249
12,21629,KD,1108182,525016
4,20436,F9,37389461,18646834
11,20207,XP,685069,320682
6,19393,WN,330197128,167929798
7,20310,WL,220912,76358
4,19690,HA,21885451,12656521
10,20100,PO,7273755,3068527
10,20377,X9,824292,412016
5,20377,X9,699603,422869
5,21171,VX,25009576,17037849
9,20107,FX,79394000,57993164
11,20452,YX,17367680,12031506
1,20368,G4,15650180,12264170
3,20370,KAQ,6114511,2850738
6,19977,UA,213166688,147787575
1,20422,SY,8392084,3605952
8,20151,M6,359101,235657
8,20108,NC,1089047,602262
6,20169,L2,844329,336245
4,20151,M6,762363,333582
2,19930,AS,59015538,30128072
5,20452,YX,76833,30609
4,20151,M6,364165,270803
7,21634,KH,614620,414024
2,20107,FX,88442339,55439394
6,20304,OO,11958643,6696044
5,19393,WN,283000560,168730965
6,20007,5Y,11084437,5897956
4,20310,WL,220182,78060
3,21171,VX,23330354,13241708
12,19790,DL,270719539,146441475
2,21634,KH,710735,403514
7,20416,NK,46524442,29370164
4,20207,XP,471922,255494
4,21712,2HQ,1512475,362690
8,20402,GL,431934,190259
6,20372,KLQ,404953,183748
3,20409,B6,128209025,60118439
12,19874,8C,205682,94822
12,20100,PO,6445991,3397125
12,20207,XP,617394,298258
12,20402,GL,856360,393872
1,20377,X9,905436,431442
11,20169,L2,165523,382460
3,20310,WL,25436,13552
9,20190,9S,1676037,798113
10,20166,GFQ,619692,320447
3,21161,09Q,975347,388099
8,20190,9S,2657455,1251684
7,20452,YX,71869,28582
9,20108,NC,1122097,471127
1,21712,2HQ,1518919,410186
6,20436,F9,41286065,22899112
3,20166,GFQ,462555,191505
12,20422,SY,5709119,3852205
1,19690,HA,22776163,14166464
7,20422,SY,8213389,4623556
1,20436,F9,26871434,17288699
10,20166,GFQ,933314,385196
3,20408,5V,815240,368114
1,19805,AA,195881242,110395239
11,20100,PO,5818580,3159467
8,20405,N8,98208,33672
11,19874,8C,69443,29546
7,20453,ABX,64195,35785
10,20447,U7,926271,577908
7,20108,NC,1110307,568049
1,21650,EE,202646,153520
5,19977,UA,247357393,127377097
5,19790,DL,388155077,188366304
9,20108,NC,943415,480499
6,20151,M6,1082501,500791
8,20416,NK,35201541,21128862
4,20372,KLQ,181097,79461
5,20448,S5,12140525,6339654
3,19790,DL,291972249,173731457
7,20372,KLQ,270552,105957
11,20372,KLQ,420767,150186
3,20100,PO,3232286,2859183
12,20151,M6,501876,346075
8,21236,0JQ,62334,39676
6,20370,KAQ,1775687,818081
3,20100,PO,5314845,2892042
8,20169,L2,741119,262850
11,20190,9S,1821794,867521
5,19805,AA,241602609,188798331
3,21161,09Q,3111986,841501
5,21171,VX,21397134,16189161
9,20007,5Y,12983973,7734601
1,19393,WN,311660539,163091949
3,19393,WN,316631120,176455638
7,20377,X9,742580,406897
6,20368,G4,44832095,18589560
3,20169,L2,285150,136075
11,19790,DL,241916874,154388523
8,20409,B6,124292370,60585417
2,20190,9S,1326164,631507
1,20207,XP,494418,290899
1,19917,5X,79343000,39478000
6,19977,UA,307713727,159500662
7,21492,1BQ,571635,375473
6,20372,KLQ,259109,91082
10,19790,DL,326818536,171769288
2,20422,SY,8366308,3471449
1,20190,9S,1420119,676247
9,20108,NC,747636,368557
3,21629,KD,3799780,1757258
10,20370,KAQ,917885,476885
4,19690,HA,21684775,13662772
12,20453,ABX,326406,157837
6,21352,0WQ,82048,26382
2,19690,HA,25862219,13532765
9,19930,AS,137345335,56481306
3,20100,PO,5396326,3345667
10,20453,ABX,408096,148940
1,21634,KH,863451,432202
3,20448,S5,4851196,4370846
1,19977,UA,236590640,128594032
1,19977,UA,239129660,120886857
10,20151,M6,840666,499204
1,20402,GL,844471,352524
3,21492,1BQ,17961,7775
6,20453,ABX,143639,93272
8,20453,ABX,353770,112827
2,20452,YX,53380,22181
8,19977,UA,310650235,163531864
1,20107,FX,99393000,58367165
5,20416,NK,35808103,23984200
2,20190,9S,1574240,749638
5,21352,0WQ,63541,20236
10,19393,WN,298242056,163531112
2,19917,5X,32449000,31170000
11,20402,GL,1187394,407609
8,21634,KH,831665,386511
8,20422,SY,12251178,4720254
4,20310,WL,26757,13671
10,19805,AA,270111807,182248475
5,20166,GFQ,500016,185750
1,21634,KH,790721,469255
12,20409,B6,84585953,53163032
12,20108,NC,842901,503123
9,20452,YX,46818,22895
7,20447,U7,597567,287984
10,20408,5V,1031071,440269
11,21629,KD,3154141,1553469
4,20108,NC,664220,456447
8,20453,ABX,104976,62859
3,19690,HA,25358483,13498457
11,21712,2HQ,1634542,342974
8,20368,G4,21647166,14225856
10,19393,WN,256733693,157449231
5,20046,ZW,13689513,6847837
8,19805,AA,318770090,196608151
4,20107,FX,114845000,59115713
6,19917,5X,58337000,31429000
2,20370,KAQ,3866084,1728042
3,21634,KH,718601,447281
3,20207,XP,470775,143093
10,21629,KD,2794600,1428110
9,20007,5Y,28794801,12548493
6,19874,8C,4440,1584
10,20408,5V,1311006,412738
3,19874,8C,104655,40462
9,20007,5Y,18356399,8729832
9,20409,B6,129367128,55146389
2,19977,UA,225059256,113046868
9,21492,1BQ,343770,168712
10,20007,5Y,13824941,7806925
5,20402,GL,674436,225643
11,20453,ABX,82145,45896
2,20370,KAQ,545999,403246
12,20287,WP,252375,165446
11,21650,EE,207477,116560
10,21352,0WQ,94774,30474
5,20195,WI,26946,11147
1,20422,SY,6660467,3884944
1,20402,GL,1315825,471431
7,21161,09Q,447055,121373
4,19977,UA,139221625,118947354
4,19930,AS,68313621,34743425
12,20207,XP,780952,392538
8,20448,S5,6564449,4935993
3,20448,S5,11218963,6434762
10,20447,U7,1074260,479116
8,19393,WN,384841985,177680219
3,20447,U7,696187,553034
9,20190,9S,1863769,887509
8,20447,U7,826579,556244
9,20372,KLQ,426572,151052
7,19790,DL,323303563,165878379
4,19930,AS,132949288,59465945
7,19690,HA,23256887,15648967
3,20409,B6,63705743,52727049
9,20453,ABX,149869,79338
9,20436,F9,21436220,15286946
2,20453,ABX,554065,252917
3,19977,UA,295178703,148464310
1,20452,YX,43183,20121
6,20166,GFQ,447931,177454
2,19977,UA,172659643,100583635
11,20304,OO,9643922,5341566
5,20190,9S,1833948,785893
10,21650,EE,405704,244400
8,21161,09Q,167240,40719
1,20287,WP,329664,195365
6,20046,ZW,9333727,6353609
7,21161,09Q,1086568,282098
6,20100,PO,5662856,2980851
11,19393,WN,253787047,157803732
2,20007,5Y,20195085,10087978
7,21629,KD,6165686,2610708
8,20436,F9,44981532,21117843
1,19874,8C,59783,47241
2,21629,KD,262337,115340
5,19393,WN,379542553,179450601
9,20372,KLQ,559616,260210
11,20422,SY,9431491,4309279
7,20100,PO,7284407,3269559
8,21492,1BQ,27652,7072
4,20304,OO,9037596,4221329
1,20304,OO,17779528,8150037
3,19930,AS,73488764,41707157
10,20151,M6,1103064,557493
11,21634,KH,634092,432701
4,20452,YX,14688177,12792878
5,20007,5Y,28545465,12439660
3,20452,YX,15033057,13995700
2,20190,9S,1630575,766074
3,20007,5Y,33606169,15305509
7,20304,OO,21469274,9566241
4,20310,WL,821,6433
8,20304,OO,21267349,8790766
1,21171,VX,23862346,12441427
7,20422,SY,7302490,4428418
3,20436,F9,26067753,17167354
6,20368,G4,28784055,17128733
12,20007,5Y,25673919,13925514
5,20448,S5,3854389,2922167
5,20304,OO,10860706,4399711
7,20402,GL,421359,156364
9,20448,S5,5666797,4093952
5,20190,9S,1770186,842946
1,21352,0WQ,66217,21569
7,20377,X9,622892,354114
10,20448,S5,5528358,3757754
1,21645,23Q,4005,2013
4,20453,ABX,139151,52597
7,20377,X9,747727,357883
10,20370,KAQ,5054631,2008223
10,20304,OO,16345559,7731794
2,20207,XP,9832,2851
9,20166,GFQ,831255,332970
9,20402,GL,801156,357302
4,20377,X9,1114153,465832
1,20452,YX,24606382,13863113
7,20368,G4,29820427,18352864
4,19790,DL,376793506,172728275
6,20310,WL,115121,50732
5,20107,FX,85946421,58766605
9,20368,G4,27334820,11066373
2,21161,09Q,446977,218800
7,19790,DL,455203610,201400497
5,20402,GL,488106,257807
2,20372,KLQ,469427,202439
9,20416,NK,31412058,19673923
2,20405,N8,644218,249616
